,name,email
966,NEXTMILE SYSTEMS AND SOLUTIONS LTD,info@nextmile.co.ke
967,Enterprise Data Foundry Ltd,info@edf.co.ke
968,FOURTELL e-AFRICA LIMITED,info@fourtell-africa.com
969,NEXTMILE SYSTEMS AND SOLUTIONS LTD,info@nextmile.co.ke
970,YABRA TECHNOLOGIES LTD,info@yabratechnologies.com
971,Tribus-TSG Limited,c.otieno@tribus-tsg.com
972,Tribus-TSG Limited,c.otieno@tribus-tsg.com
973,Tribus-TSG Limited,c.otieno@tribus-tsg.com
974,DIGNITY TRADERS LIMITED,info@dignityafrica.com
975,DIGNITY TRADERS LIMITED,info@dignityafrica.com
976,VILCOM NETWORKS LTD,info@vilcom.co.ke
977,Caterika Ltd,info@caterikaltd.co.ke
978,Seidor Kenya Limited,Malab@seidorafrica.com
979,Seidor Kenya Limited,Malab@seidorafrica.com
980,YABRA TECHNOLOGIES LTD,info@yabratechnologies.com
981,PKF Kenya LLP,itassurance@ke.pkfea.com
982,NEXTMILE SYSTEMS AND SOLUTIONS LTD,info@nextmile.co.ke
983,Magna Lights Africa Limited,info@magnaafrica.co.ke
984,Azmasoft Consulting Limited,admin@azmasoft.com
985,DIGNITY TRADERS LIMITED,info@dignityafrica.com
986,DIGNITY TRADERS LIMITED,info@dignityafrica.com
987,JO WORLD AGENCIES LTD,richard@joworld.co.ke
988,Acacia Satlink Limited,bansry.hobson@acaciasatlink.net
989,Novel Technologies EA Ltd,pndolo@novel.co.ke
990,Novel Technologies EA Ltd,pndolo@novel.co.ke
991,ASFIA INVESTMENTS LIMITED,asfialimited@outlook.com1
992,ASFIA INVESTMENTS LIMITED,asfialimited@outlook.com1
993,ASFIA INVESTMENTS LIMITED,asfialimited@outlook.com1
994,lajo engineering works ltd,lajoengineering@gmail.com
995,RICHARDSON ENTERPRISES LIMITED,RICHARDSONENTERPRISESLTD@GMAIL.COM
996,SURESTEP SYSTEMS AND SOLUTIONS LTD,cmbinya@surestep.co.ke
997,DEVIAN KENYA LIMITED,DEVIANKENYA@GMAIL.COM
998,Impax Business Solutions Limited,info@impaxafrica.com
999,Mashariki Limited,info@mashariki.com
1000,Mashariki Limited,info@mashariki.com
1001,Lixnet Technologies LTD,info@lixnet.net
1002,Nightigale Enterprises Limited,nightigalenterprisesltd@gmail.com
1003,JANTEC TECHNOLOGIES LIMITED,jantec4@gmail.com
1004,MFI Document Solutions Ltd,a.kiran@groupmfi.com
1005,MFI Document Solutions Ltd,a.kiran@groupmfi.com
1006,MFI Document Solutions Ltd,a.kiran@groupmfi.com
1007,MFI Document Solutions Ltd,a.kiran@groupmfi.com
1008,Baran Telecom Networks Kenya Limited,info@btn-solutions.co.ke
1009,Data Integrated Limited,Mary@dataintegrated.co.ke
1010,Data Integrated Limited,Mary@dataintegrated.co.ke
1011,LASER INFRASTRUCTURE AND TECHNOLOGY SOLUTIONS LIMITED,info@lites.co.ke
1012,MFI TECHNOLOGY SOLUTIONS LTD,j.singh@groupmfi.com
1013,Down To Earth Technologies Limited,info@dte.co.ke
1014,Caterika Ltd,info@caterikaltd.co.ke
1015,MFI TECHNOLOGY SOLUTIONS LTD,j.singh@groupmfi.com
1016,MFI TECHNOLOGY SOLUTIONS LTD,j.singh@groupmfi.com
1017,Techminds Technologies Limited,bbiko@techminds.co.ke
1018,Trans Business Machines Ltd,info@tbm.co.ke
1019,Bharathbrands Limited,kbcnagarajan@gmail.com
1020,NAMEIA SOLUTIONS,info@nameiasolutions.co.ke
1021,MFI TECHNOLOGY SOLUTIONS LTD,j.singh@groupmfi.com
1022,MFI TECHNOLOGY SOLUTIONS LTD,j.singh@groupmfi.com
1023,Esri Eastern Africa Limited,corporate@esriea.com
1024,Complus Technologies LTD,complustechnologiesltd@gmail.com
1025,Questek Limited,info@questek.co.ke
1026,Computech Limited,info@computechlimited.com
1027,Eleven Degrees Consulting Ltd,evans.kiprotich@team11degrees.com
1028,Dimension Data Solutions Limited,chris.murathe@dimensiondata.com
1029,Nightigale Enterprises Limited,nightigalenterprisesltd@gmail.com
1030,Nightigale Enterprises Limited,nightigalenterprisesltd@gmail.com
1031,evena general agencies limited,evenaltd@gmail.com
1032,KPMG Kenya,info@kpmg.co.ke
1033,Swidge Group Limited,info@swidge.co.ke
1034,Salaam Technology Limited,info@salaam.ke
1035,Optimum Computer Systems Limited,info@optimumsystems.co.ke
1036,Optimum Computer Systems Limited,info@optimumsystems.co.ke
1037,Appkings Solutions Limited,info@appkings.co.ke
1038,ICOM ENGINEERING CO LTD,info@icomltd.com
1039,Optimum Computer Systems Limited,info@optimumsystems.co.ke
1040,Novatech Limited,novatechltd22@gmail.com
1041,BAYCOMS AFRICA LIMITED,admin@baycomsafrica.com
1042,Spectrum Engineering Limited,projects@spectrum.co.ke
1043,MTECH LTD,rnganga@mtechcomm.co.ke
1044,MEGATECH SOLUTIONS LIMITED,info@megatech.co.ke
1045,Kikosi Ltd,info@kikosi.co.ke
1046,Attain Enterprise Solutions Ltd,admin@attain-es.com
1047,TOUCH BEE SOLUTIONS LIMITED,touchbeesolutions@gmail.com
1048,Technology Associates East Africa Limited,mariaw@techno-associates.co.ke
1049,SKYDANCE IT SOLUTIONS,skydanceitsolutions@gmail.com
1050,SAHIHI HAKI LIMITED,sahihitechlimited@gmail.com
1051,Avuity Limited,info@avuityltd.com
1052,Tilil Technologies Limited,info@tililtech.com
1053,Cyberpro Global Ltd,ke@cyberpro.ke
1054,Piem Solutions Ltd,piemsolutions@gmail.com
1055,PINNOSERV LIMITED,pinnoserv@gmail.com
1056,Kinde Engineering Works Limited,engineering@kinde.co.ke
1057,EAST AFRICAN DATA HANDLERS LIMITED,bids@eadatahandlers.co.ke
1058,Conquest Capital,info@conquestcapitalltd.com
1059,PLUTON ICT LTD,info@pluton-ict.com
1060,University of Nairobi Enterprises and Services Limited,unes@uonbi.ac.ke
1061,NEXT TECHNOLOGIES LIMITED,info@next.co.ke
1062,Technology Associates East Africa Limited,mariaw@techno-associates.co.ke
1063,NEXT TECHNOLOGIES LIMITED,info@next.co.ke
1064,TECHSOURCE POINT LTD,info@techsource.co.ke
1065,Technology Associates East Africa Limited,mariaw@techno-associates.co.ke
1066,Audio Visual Control Systems Limited,Info@audiovisualcs.com
1067,TECHNODOT SOLUTIONS,techno4soln@gmail.com
1068,ACTIVEDGE TECHNOLOGIES LIMITED,infokenya@activedgetechnologies.com
1069,Edpaus Supplies and Construction Limited,suppliesandconstructions@gmail.com
1070,Paypoint Technologies ltd,kelvinvinwachai@gmail.com
1071,SIGMOID LOGISTICS LIMITED,admin@sigmoidlogistics.com
1072,SIGMOID LOGISTICS LIMITED,admin@sigmoidlogistics.com
1073,Yelbridges,office@yelbridges.com
1074,Dynasoft Business Solutions Limited,sales@dynasoft.co.ke
1075,Dynasoft Business Solutions Limited,sales@dynasoft.co.ke
1076,ASK International Limited,jeff@askil.co.ke
1077,ASK International Limited,jeff@askil.co.ke
1078,Systech Limited,njoroge@systechafrica.com
1079,Systech Limited,njoroge@systechafrica.com
1080,ATLANCIS TECHNOLOGIES LIMITED,info@atlancis.com
81,ENVISAGE MULTIMEDIA COMPANY LIMITED,envisagemultimedia.ltd@gmail.com
1082,LociAfrica Limited,dwambua@lociafrica.co.ke
1083,ATLANCIS TECHNOLOGIES LIMITED,info@atlancis.com
1084,HARNSSEN GROUP LIMITED,info@harnssengroup.com
1085,Sagemcom Kenya Limited,lorna.kendi@sagemcom.com
1086,HARNSSEN GROUP LIMITED,info@harnssengroup.com
1087,Electricom Solutions Ltd,naomi@electricom.co.ke
1088,Ubora Systems and Solutions Limited,ramkumar@ubora.co.ke
1089,Ubora Systems and Solutions Limited,ramkumar@ubora.co.ke
1090,Cutting Edge Technologies Limited,enquiry@cutting-edge.co.ke
1091,Systech Limited,njoroge@systechafrica.com
1092,FINSPRINT LIMITED,info@finsprint.io
1093,Paypoint Technologies ltd,kelvinvinwachai@gmail.com
1094,Prudmat Technologies Limited,info@prudmat.com
1095,SEACOM KENYA LIMITED,lawi.otieno@seacom.com
1096,RUIBI ELECTRONIC SOLUTIONS LIMITED,ruibi.esl@gmail.com
1097,Appkings Solutions Limited,info@appkings.co.ke
1098,Appkings Solutions Limited,info@appkings.co.ke
1099,NELKA REGIONAL VENTURES LIMITED,nelkaregventures@gmail.com
1100,Ngenx Solutions Limited,kunal.kumar@ngenx.io
1101,Karimu Telcom,karimutelecom@gmail.com
1102,Microlan Solutions Ltd,info@microlansolutions.com
1103,FINSPRINT LIMITED,info@finsprint.io
1104,E AND M TECHNOLOGY HOUSE LTD,info@emtechhouse.co.ke
1105,Optace Networks Ltd,support@optacenetworks.com
1106,LASER INFRASTRUCTURE AND TECHNOLOGY SOLUTIONS LIMITED,info@lites.co.ke
1107,Jamii Telecommunications Limited,info@jtl.co.ke
1108,DOUBLE-NET TECHNOLOGIES LIMITED,info@doublenet.co.ke
1109,Panache Technohub Limited,info@panachetechnohub.co.ke
1110,Panache Technohub Limited,info@panachetechnohub.co.ke
1111,Panache Technohub Limited,info@panachetechnohub.co.ke
1112,Panache Technohub Limited,info@panachetechnohub.co.ke
1113,FINSPRINT LIMITED,info@finsprint.io
1114,SEACOM KENYA LIMITED,lawi.otieno@seacom.com
1115,SEACOM KENYA LIMITED,lawi.otieno@seacom.com
1116,SEACOM KENYA LIMITED,lawi.otieno@seacom.com
1117,ABNO SOFTWARES INTERNATIONAL LTD,info@abnosoftwares.com
1118,Digital Imaging and Scanning International K LTD,info@disigroup.com
1119,Mamoline Solutions Limited,mamosolution78@gmail.com
1120,CENTRIC LIMITED,WINNIE@CENTRICLTD.CO.KE
1121,Digital Imaging and Scanning International K LTD,info@disigroup.com
1122,Munshiram International Business Machines Limited - MIBM,kunalk@munshiram.com
1123,XRXTECHNOLOGIES LTD,kawiranjeru@gmail.com
1124,Foresight TLC,info@foresighttlc.com
1125,FINSPRINT LIMITED,info@finsprint.io
1126,STEWAN COMPUTER GARAGE LTD,stewan18@gmail.com
1127,CARRIX MEDIA GROUP LIMITED,carrixmedia@aol.com
1128,CARRIX MEDIA GROUP LIMITED,carrixmedia@aol.com
1129,FINSPRINT LIMITED,info@finsprint.io
1130,FINSPRINT LIMITED,info@finsprint.io
1131,CloudTimes Kenya Limited,info@cloudtimes.co.ke
1132,Logical Crest Limited,services@logicalcrest.co.ke
1133,Yazeem Limited,yazeemltd@gmail.com
1134,FGEE TECHNOLOGY LTD,info@fgee.co.ke
1135,RIANA INFOTECH LIMITED,info@riana.co
1136,MILLENIUM SOLUTIONS EAST AFRICA LIMITED,info@millenium.co.ke
1137,ATLANCIS TECHNOLOGIES LIMITED,info@atlancis.com
1138,CLOUDWORLD LTD,info@cloudworld.co.ke
1139,COMPUTER REVOLUTION REVOLUTION AFRICA,info@cragroup.co.ke
1140,ABNO SOFTWARES INTERNATIONAL LTD,info@abnosoftwares.com
1141,Frontier Optical Networks Limited,sang@fon.co.ke
1142,Agile Business Technologies ltd,sales@agiletechnologies.co.ke
1143,LASER INFRASTRUCTURE AND TECHNOLOGY SOLUTIONS LIMITED,info@lites.co.ke
1144,CLOUDWORLD LTD,info@cloudworld.co.ke
1145,Caterika Ltd,info@caterikaltd.co.ke
1146,NASTARTECH SOLUTIONS LIMITED,info@nastartech.co.ke
1147,Digireg Kenya Limited,m.kelwa@digireg.co.ke
1148,XRXTECHNOLOGIES LTD,kawiranjeru@gmail.com
1149,SAMIS SOFTWARE LIMITED,samissystems@gmail.com
1150,Rohan Technologies Limited,info@rohan.co.ke
1151,SPECICOM TECHNOLOGIES LIMITED,sales@specicom.co.ke
1152,kompmax solutions ltd,ckchrisben@gmail.com
1153,kompmax solutions ltd,ckchrisben@gmail.com
1154,Tecc Savvy Limited,sales@teccsavvy.com
1155,DATAPOSIT LIMITED,sales@dataposit.co.ke
1156,DATAPOSIT LIMITED,sales@dataposit.co.ke
1157,DATAPOSIT LIMITED,sales@dataposit.co.ke
1158,DATAPOSIT LIMITED,sales@dataposit.co.ke
1159,DATAPOSIT LIMITED,sales@dataposit.co.ke
1160,NETCOLL TECHNOLOGIES LIMITED,info@netcolltechnologies.co.ke
1161,FINSPRINT LIMITED,info@finsprint.io
1162,XRXTECHNOLOGIES LTD,kawiranjeru@gmail.com
1163,CHENANIAH SOLUTIONS LIMITED,FAITH@CHENANIAHSOLUTIONS.COM
1164,Hilley consultants,info@hilley-consultants.com
1165,BLUESWITCH DYNAMIC LIMITED,BLUESWITCHDL@GMAIL.COM
1166,SICHERN SOLUTIONS LIMITED,k.mukabi@sichern.co.ke
1167,NEXTMILE SYSTEMS AND SOLUTIONS LTD,info@nextmile.co.ke
1168,SMART CLICK SOLUTIONS,symo_kip@yahoo.com
1169,ACTIVEDGE TECHNOLOGIES LIMITED,infokenya@activedgetechnologies.com
1170,BITLINK COMPANY LIMITED,sales@bitlink.ke
1171,BITLINK COMPANY LIMITED,sales@bitlink.ke
1172,FARADERE INVESTMENTS LIMITED,abdirahmanhj@gmail.com
1173,ACTIVEDGE TECHNOLOGIES LIMITED,infokenya@activedgetechnologies.com
1174,ACTIVEDGE TECHNOLOGIES LIMITED,infokenya@activedgetechnologies.com
1175,MALIPO CIRCLES LIMITED,esther@malipocircles.com
1176,STAGS LIMITED,omar@stagslimited.co.ke
1177,Auspicious Solutions Limited,auspiciouslimited@gmail.com
1178,sufuri Digital Media Ltd,gizah@sufurimedia.com
1179,Strathmore Research and Consultancy Centre Limited,info@srcc.co.ke
1180,Proscene Systems Limited,info@proscene.co.ke
1181,COMPULYNX LIMITED,vicky.buvaria@compulynx.com
1182,MTECH LTD,rnganga@mtechcomm.co.ke
1183,Wingustar Solutions Limited,info@wingustar.co.ke
1184,Intellspark Limited,info@intellspark.com
1185,Intellspark Limited,info@intellspark.com
1186,Fresco Limited,info@fresco.co.ke
1187,Coseke Kenya Limited,julian.muganda@coseke.com
1188,Coseke Kenya Limited,julian.muganda@coseke.com
1189,Baran Telecom Networks Kenya Limited,info@btn-solutions.co.ke
1190,Syscraft Limited,evans@syscraft.co.ke
1191,System Partners Ltd,info@systempartners.biz
1192,Apprentice Cloud LTD,apprentice.cloud@gmail.com
1193,Smart Applications International Limited,info@smartapplicationsgroup.com
1194,SYSTEM ONE LIMITED,supportadmin@campuscura.com
1195,SYSTEM ONE LIMITED,info@systemoneltd.com
1196,BLUECHIP GLOBAL LIMITED,info.kenya@bluechiptech.biz
1197,BLUECHIP GLOBAL LIMITED,info.kenya@bluechiptech.biz
1198,Regional Business Connection Limited,james@regionalbusinessconnection.com
1199,BLUECHIP GLOBAL LIMITED,info.kenya@bluechiptech.biz
1200,BLUECHIP GLOBAL LIMITED,info.kenya@bluechiptech.biz
1201,BLUECHIP GLOBAL LIMITED,info.kenya@bluechiptech.biz
1202,Baran Telecom Networks Kenya Limited,info@btn-solutions.co.ke
1203,CHENANIAH SOLUTIONS LIMITED,FAITH@CHENANIAHSOLUTIONS.COM
1204,Professional Digital Systems Limited,info@pdslkenya.com
1205,Sybyl Kenya Limited,sales.ke@sybyl.com
1206,Craft Silicon Limited,finance@craftsilicon.com
1207,TANA SOLUTIONS LTD,support@tsl.co.ke
1208,TANA SOLUTIONS LTD,support@tsl.co.ke
1209,PHARMAKEN LIMITED,ceo@pharmaken.net
1210,PHARMAKEN LIMITED,ceo@pharmaken.net
1211,PHARMAKEN LIMITED,ceo@pharmaken.net
1212,NARS Technical Services,peter.sitati@narstech.com
1213,NARS Technical Services,peter.sitati@narstech.com
1214,NARS Technical Services,peter.sitati@narstech.com
1215,Adsec solutions ltd,gikonyo@adsecs.com
1216,Tecnostac Systems Kenya Limited,bernard.macharia@tecnostac.com
1217,Viscar Industrial Capacity Ltd,Mkathenge@viscarcapacity.com
1218,First Advantage Consulting Ltd,ceo@firstadvantageconsulting.com
1219,Sapashe Group Limited,brian@sapashe.com
1220,QUICK START AFRICA LIMITED,info@quickstart.africa
1221,STAGS LIMITED,omar@stagslimited.co.ke
1222,STAGS LIMITED,omar@stagslimited.co.ke
1223,Wodex Technologies Limited,kenya@wodex.co.ke
1224,Teleworks Limited,teleworkslimited@gmail.com
1225,NatureSurf Systems Ltd,info@naturesurf.co.ke
1226,Platinate Solutions limited,Platinatesolutions@gmail.com
1227,Questek Limited,info@questek.co.ke
1228,CENTRIC LIMITED,WINNIE@CENTRICLTD.CO.KE
1229,CENTRIC LIMITED,WINNIE@CENTRICLTD.CO.KE
1230,Jambicom Technologies Ltd,samuel.mburu@jambicom.co.ke
1231,Truesurf Kenya Limited,admin@truesurf.co.ke
1232,University of Nairobi Enterprises and Services Limited,unes@uonbi.ac.ke
1233,MOBIDEV KENYA LIMITED,alice@devs.mobi
1234,Silvertech Networks Limited,info@silvertech.co.ke
1235,Silvertech Networks Limited,info@silvertech.co.ke
1236,Agile Business Solutions limited,sales@agilebiz.co.ke
1237,Com Twenty One Limited,info@com21.co.ke
1238,Xtranet Communications Ltd,info@xtranet.co.ke
1239,MFI MANAGED DOCUMENT SOLUTIONS LIMITED,l.kungu@groupmfi.com
1240,Salute iWorld,info@saluteiworld.com
1241,JUNIPER INTAKES LIMITED,admin@juniper-intakes.com
1242,WiseDigits Limited,info@wisedigits.co.ke
1243,COMPREHENSIVE DEVELOPMENTS LTD,info@comprehensivedevelopments.co.ke
1244,Tycho Consulting Limited,ahmed@tycho.co.ke
1245,Tycho Consulting Limited,ahmed@tycho.co.ke
1246,HIGHEND SOLUTIONS LTD,info@highend-solutions.co.ke
1247,GLOSEC SOLUTIONS LIMITED,JULIAR@GLOSECGROUP.COM
1248,SPARTEC CONSORTIUM AFRICA SCA LIMITED,cochieng@spartec.co.ke
1249,SPARTEC CONSORTIUM AFRICA SCA LIMITED,cochieng@spartec.co.ke
1250,Giza Systems Integration Kenya Limited,violet.migot@gmail.com
1251,Giza Systems Integration Kenya Limited,violet.migot@gmail.com
1252,BRINKER SOLUTIONS LIMITED,info@brinker.co.ke
1253,BRINKER SOLUTIONS LIMITED,info@brinker.co.ke
1254,BRINKER SOLUTIONS LIMITED,info@brinker.co.ke
1255,Engsoft Valley Solutions Ltd,johnpaul@engsoft.co.ke
1256,SURESTEP SYSTEMS AND SOLUTIONS LTD,cmbinya@surestep.co.ke
1257,Adapt IT Solutions Limited,claire.maingi@adaptit.com
1258,Hospitality Systems Consultants Limited,info@hsc.co.ke
1259,BSK Global Technologies LTD,info@bskglobaltech.com
1260,CommCarrier Satellite Services Ltd,jobooka@commcarrier.com
1261,CommCarrier Satellite Services Ltd,jobooka@commcarrier.com
1262,Cloud Productivity Solutions Limited,info@cloudproductivity-solutions.com
1263,Cloud Productivity Solutions Limited,info@cloudproductivity-solutions.com
1264,Boldata Systems Limited,info@boldata.co.ke
1265,Boldata Systems Limited,info@boldata.co.ke
1266,Boldata Systems Limited,info@boldata.co.ke
1267,A-Z TECHNOLOGIES LTD,info@azkenya.co.ke
1268,BRINKER SOLUTIONS LIMITED,info@brinker.co.ke
1269,APPLIED PRINCIPLES LIMITED,snjuguna@appliedprinciples.co.ke
1270,LASER INFRASTRUCTURE AND TECHNOLOGY SOLUTIONS LIMITED,info@lites.co.ke
1271,Agile Business Solutions limited,sales@agilebiz.co.ke
1272,RADIANT SYSTEMS LIMITED,info@radiantsystems.co.ke
1273,LED POWER TECHNOLOGIES EA K LTD,SALES@LPTECHNOLOGY.CO.KE
1274,Digipedia Limited,accounts@digipedia.co.ke
1275,AGILE CLOUD LIMITED,info@agilecloud.co.ke
1276,Techies Kenya Limited,info@techieskenyaltd.co.ke
1277,Universal Technology Associates Limited,info@utassociates.africa
1278,BLUECHIP GLOBAL LIMITED,info.kenya@bluechiptech.biz
1279,LED POWER TECHNOLOGIES EA K LTD,SALES@LPTECHNOLOGY.CO.KE
1280,ITR BUSINESS SOLUTIONS LIMITED,info@itrbizsolutions.co.ke
1281,The Copy Cat Limited,tenders@copycatgroup.com
1282,Appkings Solutions Limited,info@appkings.co.ke
1283,Smoothtel and Data Solutions Ltd,sales@smoothtel.com
1284,HARNSSEN GROUP LIMITED,info@harnssengroup.com
1285,PLUTON ICT LTD,info@pluton-ict.com
1286,Universal Technology Associates Limited,info@utassociates.africa
1287,IDENTIGATE INTEGRATED SOLUTIONS,info@identigate.co.ke
1288,TWINAX LOGISTICS SOLUTIONS,twinaxlogistics@gmail.com
1289,SENTINEL AFRICA CONSULTING,info@sentinelafrica.co.ke
1290,Caterika Ltd,info@caterikaltd.co.ke
1291,RYANTEL SYSTEMS LTD,info@ryantelsystems.com
1292,E AND M TECHNOLOGY HOUSE LTD,info@emtechhouse.co.ke
1293,Sohn and Sol Technologies Limited,contact@sohnandsol.com
1294,Sybyl Kenya Limited,sales.ke@sybyl.com
1295,Tromex Designs,tromexdesigns@yahoo.com
1296,ACE TECHNOLOGIES LTD,info@acetechkenya.co.ke
1297,Complus Technologies LTD,complustechnologiesltd@gmail.com
1298,Jeeps Solutions Limited,jeepsolutions2015@gmail.com
1299,Crystal Technologies Limited,info@crystaltech.co.ke
1300,Microlan Solutions Ltd,info@microlansolutions.com
1301,Infomark TC Ltd,info@infomarktc.com
1302,Fresco Limited,info@fresco.co.ke
1303,IANSOFT TECHNOLOGIES LIMITED,lilian@iansoftltd.com
1304,Wodex Technologies Limited,kenya@wodex.co.ke
1305,SOFT CONSULT LIMITED,info@softconsult.co.ke
1306,Down To Earth Technologies Limited,info@dte.co.ke
1307,Down To Earth Technologies Limited,info@dte.co.ke
1308,Socialight Media Limited,info@socialmedia.co.ke
1309,Boldata Systems Limited,info@boldata.co.ke
1310,Jocsoft Solutions Limited,info@jocsoft.net
1311,KEMNET Technologies Limited,hello@kemnet.co.ke
1312,Attain Enterprise Solutions Ltd,admin@attain-es.com
1313,Tenece Professional Services Limited,lio.bokayo@tenece.com
1314,SYSTEMS REENGINEERED LTD,info@sysre.co.ke
1315,ARTXPRESS SOLUTIONS LIMITED,info@artxpress.co.ke
1316,The Copy Cat Limited,tenders@copycatgroup.com
1317,FIRST QUALITY SUPPLIES LTD,info@firstquality.co.ke
1318,Polaris Kenya Ltd,info@polaris.co.ke
1319,Biometrics Technology Limited,biometricstechnologyint@gmail.com
1320,Clique Solutions Ltd,info@cliquesolutions.net
1321,Attain Enterprise Solutions Ltd,admin@attain-es.com
1322,Manage IT Limited,munjal@manageitafrica.com
1323,RICHARDSON ENTERPRISES LIMITED,RICHARDSONENTERPRISESLTD@GMAIL.COM
1324,Attain Enterprise Solutions Ltd,admin@attain-es.com
1325,Safaricom PLC,Regulatoryandpublicpolicy@Safaricom.co.ke
1326,ANJANATECH SOLUTIONS LTD,anjanatechsolutions@gmail.com
1327,Netpic Limited,faith@netpic.co.ke
1328,Mickmart Computer Systems Ltd,info@mickmart.com
1329,Ibrahim Donald Consultants Ltd,info@idcl.co.ke
1330,prime telecoms ltd,mnjeri@primetelecoms.com
1331,SOFT CONSULT LIMITED,info@softconsult.co.ke
1332,Avuity Limited,info@avuityltd.com
1333,Globalmark Technologies Ltd,info@globalmarkltd.com
1334,Com Twenty One Limited,info@com21.co.ke
1335,CORPRISK INTERNATIONAL LIMITED,info@corpriskinternational.com
1336,Smoothtel and Data Solutions Ltd,sales@smoothtel.com
1337,FLEXWORLD ONLINE COMPANY LIMITED,info@flexworld.co.ke
1338,FLEXWORLD ONLINE COMPANY LIMITED,info@flexworld.co.ke
1339,Complus Technologies LTD,complustechnologiesltd@gmail.com
1340,Netpaq Business Systems Ltd,info@netpaq.co.ke
,Trinity Tess Limited,info@mucheki.com
